expert_id	name
2106891177	mogens_nielsen
2097695784	grzegorz_rozenberg
700453945	arto_salomaa
1505021651	richard_e._ladner
2180706138	nancy_a._lynch
1983273066	alan_l._selman
2156832520	fabrizio_luccio
36826672	linda_pagli
2069465661	nicola_santoro
103415842	eugene_charniak
2073488377	yorick_wilks
2091637845	terry_winograd
702118676	hermann_a._maurer
2041442269	thomas_ottmann
692045707	hartmut_ehrig
1971382267	hans-jörg_kreowski
2243975045	andrea_maggiolo-schettini
196135556	andrzej_ehrenfeucht
57579585	juhani_karhumäki
2130516865	karel_culik
2794363462	derick_wood
2064546257	david_maier
1969282344	alberto_o._mendelzon
734152518	yehoshua_sagiv
2159593723	michael_j._fischer
2130144971	allan_borodin
2074551997	john_k._tsotsos
2161153869	john_mylopoulos
1986729166	steven_w._zucker
2169735298	arnold_l._rosenberg
2076226297	dirk_vermeir
2123424177	david_g._kirkpatrick
2289364316	jeffrey_d._ullman
2623494704	dov_m._gabbay
2171343426	amir_pnueli
158333346	saharon_shelah
2129011837	narendra_ahuja
2149857775	azriel_rosenfeld
2006600044	robert_m._haralick
2095806276	jeff_kramer
2097290386	jeff_magee
1996292137	morris_sloman
2266521850	rocco_de_nicola
2593572777	alberto_martelli
1970207042	ugo_montanari
2112271222	paolo_atzeni
696776449	carlo_batini
1976298713	maurizio_lenzerini
2168512137	claude_kirchner
2248292239	hélène_kirchner
1971792425	jean-pierre_jouannaud
2144792310	jan_a._bergstra
2091504235	manfred_broy
2069719606	martin_wirsing
2168367594	bernhard_möller
294360276	mihalis_yannakakis
345432764	catriel_beeri
2103086064	ronald_fagin
356043702	leonidas_j._guibas
2088166175	andrew_chi-chih_yao
211238549	stefania_gnesi
2076883649	roberto_barbuti
2352208385	pierpaolo_degano
1965119102	giorgio_levi
2051598476	david_haussler
1995245898	benny_chor
2137029746	charles_e._leiserson
695545146	ronald_l._rivest
2287515589	emo_welzl
69206028	herbert_edelsbrunner
2012531759	franco_p._preparata
2110397711	giorgio_ausiello
1983290808	danny_dolev
173602463	harald_ganzinger
154878420	robert_giegerich
2127844901	reinhard_wilhelm
2140725837	marco_a._casanova
2220829341	christos_h._papadimitriou
20141768	nissim_francez
2201759764	shlomo_moran
1215756492	shmuel_zaks
2070565061	katharina_morik
1989269690	bernhard_nebel
565358538	wolfgang_wahlster
2094387482	nicholas_pippenger
2138667172	endre_szemerédi
2214042884	william_t._trotter
1964658237	richard_m._karp
2012704994	vijay_v._vazirani
208343995	cynthia_dwork
31335080	avi_wigderson
1993734283	orna_grumberg
2170306587	shmuel_katz
1939433465	joost_engelfriet
1970575723	moshe_y._vardi
1728759264	shafi_goldwasser
699581604	silvio_micali
65538393	oded_goldreich
519054157	stefano_ceri
37938808	barbara_pernici
1988326922	gio_wiederhold
2076086827	bernard_chazelle
1948338481	horst_bunke
2129074962	heinrich_niemann
2030686812	gerhard_sagerer
2116452224	jan_van_leeuwen
89934235	hanan_samet
2148286169	clifford_a._shaffer
2147592994	layne_t._watson
2115509329	linda_g._shapiro
2167932487	joan_feigenbaum
2155530763	allen_van_gelder
2094917606	yvo_desmedt
2195205560	jean-jacques_quisquater
1964643177	joos_vandewalle
435837623	yannis_e._ioannidis
2062009547	timos_k._sellis
1998938290	michael_stonebraker
2157114695	michael_j._carey
1979791317	david_j._dewitt
2284116839	goetz_graefe
855633617	johan_håstad
74094003	baruch_awerbuch
2809342218	pierre_lescanne
156709449	philippe_flajolet
2155498033	masahiro_fujita
2137406547	hiroshi_nakamura
2149292659	hidehiko_tanaka
2062581780	joseph_a._goguen
2141313922	josé_meseguer
6583431	hendrik_jan_hoogeboom
2052199646	alexander_borgida
251194211	matthias_jarke
2098769611	yoram_moses
716715026	joseph_y._halpern
2925215115	ugo_montanari
2144041542	lawrence_chung
699984054	egidio_astesiano
2117491823	gianna_reggio
2093074657	gregor_von_bochmann
247003770	rachida_dssouli
199269647	hasan_ural
2114762207	g._de_micheli
2038038819	r.k._brayton
681596721	a._sangiovanni-vincentelli
265232414	eli_upfal
719665695	béla_bollobás
2893756438	akira_saito
2239152741	nicholas_c._wormald
2067991848	johann_a._makowsky
675972888	kokichi_futatsugi
2141728260	michael_werman
228273807	shmuel_peleg
2111668054	tetsuo_asano
356043702	leonidas_guibas
2250717697	john_hershberger
2159839102	hiroshi_imai
2028117853	carlo_zaniolo
2171725235	jacques_desrosiers
2201197304	gilbert_laporte
2286787823	françois_soumis
1998351617	enrico_nardelli
237969062	roberto_tamassia
1977649925	manfred_k._warmuth
1903060929	david_peleg
1873538321	georg_gottlob
1979563096	johann_eder
2141782809	gerti_kappel
400262344	a_min_tjoa
394035547	b._john_oommen
2326873480	s._s._iyengar
2117814090	nageswara_s._v._rao
2128245902	helmut_alt
347288334	torben_hagerup
512556102	kurt_mehlhorn
2627263793	reiner_hähnle
2557299791	maritta_heisel
2139633246	wolfgang_reif
136759105	francesco_parisi-presicce
2021480045	luigi_lavazza
2059808600	andreas_blass
2154094381	yuri_gurevich
2041783100	dexter_kozen
2178444706	tosiyasu_l._kunii
2777710565	issei_fujishiro
2116962689	xiaoyang_mao
2112574952	noga_alon
2128632650	yossi_azar
37726087	uzi_vishkin
2155251200	gary_l._miller
2955534689	vijaya_ramachandran
1971168030	erich_kaltofen
2462175941	majid_sarrafzadeh
2053951891	luca_aceto
203016618	alessandro_fantechi
685665164	hagit_attiya
2278892267	amotz_bar-noy
2167404190	daphne_koller
2024860705	rüdiger_reischuk
2075622585	jeffrey_f._naughton
1275083776	maurice_bruynooghe
1997037825	gerda_janssens
713720536	bart_demoen
2136913910	gad_m._landau
2108473615	baruch_schieber
323797451	krithi_ramamritham
2030977062	john_a._stankovic
2443267613	wei_zhao
1997940727	günter_rote
2442926778	elena_zucca
341823498	yehuda_afek
2071981552	eli_gafni
1931511623	alfredo_de_santis
2291003365	giuseppe_persiano
2084621579	christos_levcopoulos
2018911135	andrzej_lingas
2059118299	jörg-rüdiger_sack
874690412	naranker_dulay
7769909	dino_pedreschi
2241902680	franco_turini
2162634656	jorge_urrutia
2120107391	lawrence_s._moss
323797451	k._ramamritham
2030977062	j.a._stankovic
1942751931	masao_fukushima
2119981480	naoki_katoh
2110223873	toshihide_ibaraki
682752941	nicholas_j._belkin
2156811675	christine_l._borgman
2127889770	w._bruce_croft
2156376046	joseph_s._b._mitchell
2463054195	david_m._mount
2038317855	matteo_fischetti
687543305	silvano_martello
2278358149	paolo_toth
2154115838	micha_sharir
350567680	robert_endre_tarjan
1976642154	juyang_weng
2149631809	thomas_s._huang
2115003381	franca_garzotto
2233149120	carlo_ghezzi
163316716	dino_mandrioli
2114425188	krzysztof_r._apt
153700510	peter_dadam
1305265972	rüdiger_dillmann
2244150349	alfons_kemper
2111010622	peter_c._lockemann
270679271	danny_krizanc
137426811	nathan_linial
2078633956	yishay_mansour
2174199062	martin_dietzfelbinger
203814045	friedhelm_meyer_auf_der_heide
2246122413	randy_h._katz
2098984663	david_a._patterson
343811326	wolfram_burgard
2098737035	armin_b._cremers
2231782831	dieter_fox
10380012	gerhard_lakemeyer
2075956027	sebastian_thrun
2990104655	stefano_ceri
719372124	letizia_tanca
672946669	uriel_feige
2201755339	adi_shamir
127037394	moshe_tennenholtz
2176702104	michael_kaufmann
2076712289	mark_jerrum
2050071469	hans-jörg_schek
514836396	gerhard_weikum
2255722903	james_aspnes
2154123352	alan_fekete
2352948	andrzej_tarlecki
